ticker,yahoo_ticker,name
PVH,PVH,PVH CORP
FOX,FOX,FOX CORP - CLASS B
RL,RL,RALPH LAUREN CORP
IPGP,IPGP,IPG PHOTONICS CORP
UA,UA,UNDER ARMOUR INC-CLASS C
UAA,UAA,UNDER ARMOUR INC-CLASS A
NWS,NWS,NEWS CORP - CLASS B
PNR,PNR,PENTAIR PLC
FRT,FRT,FEDERAL REALTY INVS TRUST
MHK,MHK,MOHAWK INDUSTRIES INC
TPR,TPR,TAPESTRY INC
AOS,AOS,SMITH (A.O.) CORP
ROL,ROL,ROLLINS INC
NCLH,NCLH,NORWEGIAN CRUISE LINE HOLDIN
CDAY,CDAY,CERIDIAN HCM HOLDING INC
DXC,DXC,DXC TECHNOLOGY CO
WYNN,WYNN,WYNN RESORTS LTD
BEN,BEN,FRANKLIN RESOURCES INC
NWSA,NWSA,NEWS CORP - CLASS A
DVA,DVA,DAVITA INC
ALK,ALK,ALASKA AIR GROUP INC
IVZ,IVZ,INVESCO LTD
VNO,VNO,VORNADO REALTY TRUST
PENN,PENN,PENN NATIONAL GAMING INC
DISH,DISH,DISH NETWORK CORP-A
AAL,AAL,AMERICAN AIRLINES GROUP INC
NI,NI,NISOURCE INC
RE,RE,EVEREST RE GROUP LTD
NDSN,NDSN,NORDSON CORP
WHR,WHR,WHIRLPOOL CORP
ETSY,ETSY,ETSY INC
BIO,BIO,BIO-RAD LABORATORIES-A
AIZ,AIZ,ASSURANT INC
FOXA,FOXA,FOX CORP - CLASS A
RHI,RHI,ROBERT HALF INTL INC
CMA,CMA,COMERICA INC
FFIV,FFIV,F5 INC
PHM,PHM,PULTEGROUP INC
REG,REG,REGENCY CENTERS CORP
JNPR,JNPR,JUNIPER NETWORKS INC
ALLE,ALLE,ALLEGION PLC
NRG,NRG,NRG ENERGY INC
LUMN,LUMN,LUMEN TECHNOLOGIES INC
CPB,CPB,CAMPBELL SOUP CO
TAP,TAP,MOLSON COORS BEVERAGE CO - B
MKTX,MKTX,MARKETAXESS HOLDINGS INC
SEE,SEE,SEALED AIR CORP
FBHS,FBHS,FORTUNE BRANDS HOME & SECURI
UHS,UHS,UNIVERSAL HEALTH SERVICES-B
NLSN,NLSN,NIELSEN HOLDINGS PLC
LNC,LNC,LINCOLN NATIONAL CORP
GL,GL,GLOBE LIFE INC
BWA,BWA,BORGWARNER INC
LW,LW,LAMB WESTON HOLDINGS INC
XRAY,XRAY,DENTSPLY SIRONA INC
OGN,OGN,ORGANON & CO
HII,HII,HUNTINGTON INGALLS INDUSTRIE
NWL,NWL,NEWELL BRANDS INC
ZION,ZION,ZIONS BANCORP NA
PNW,PNW,PINNACLE WEST CAPITAL
CPT,CPT,CAMDEN PROPERTY TRUST
UDR,UDR,UDR INC
TECH,TECH,BIO-TECHNE CORP
SBNY,SBNY,SIGNATURE BANK
KIM,KIM,KIMCO REALTY CORP
JBHT,JBHT,HUNT (JB) TRANSPRT SVCS INC
AVY,AVY,AVERY DENNISON CORP
FDS,FDS,FACTSET RESEARCH SYSTEMS INC
HRL,HRL,HORMEL FOODS CORP
LNT,LNT,ALLIANT ENERGY CORP
LDOS,LDOS,LEIDOS HOLDINGS INC
PAYC,PAYC,PAYCOM SOFTWARE INC
HST,HST,HOST HOTELS & RESORTS INC
MGM,MGM,MGM RESORTS INTERNATIONAL
WRB,WRB,WR BERKLEY CORP
NLOK,NLOK,NORTONLIFELOCK INC
IEX,IEX,IDEX CORP
INCY,INCY,INCYTE CORP
WRK,WRK,WESTROCK CO
CHRW,CHRW,C.H. ROBINSON WORLDWIDE INC
AES,AES,AES CORP
EMN,EMN,EASTMAN CHEMICAL CO
JKHY,JKHY,JACK HENRY & ASSOCIATES INC
BRO,BRO,BROWN & BROWN INC
LKQ,LKQ,LKQ CORP
BBWI,BBWI,BATH & BODY WORKS INC
SEDG,SEDG,SOLAREDGE TECHNOLOGIES INC
TTWO,TTWO,TAKE-TWO INTERACTIVE SOFTWRE
HWM,HWM,HOWMET AEROSPACE INC
TFX,TFX,TELEFLEX INC
IPG,IPG,INTERPUBLIC GROUP OF COS INC
AAP,AAP,ADVANCE AUTO PARTS INC
CCL,CCL,CARNIVAL CORP
DPZ,DPZ,DOMINO'S PIZZA INC
CZR,CZR,CAESARS ENTERTAINMENT INC
MAS,MAS,MASCO CORP
CTXS,CTXS,CITRIX SYSTEMS INC
L,L,LOEWS CORP
LYV,LYV,LIVE NATION ENTERTAINMENT IN
CRL,CRL,CHARLES RIVER LABORATORIES
CBOE,CBOE,CBOE GLOBAL MARKETS INC
VTRS,VTRS,VIATRIS INC
HAS,HAS,HASBRO INC
ABMD,ABMD,ABIOMED INC
HSIC,HSIC,HENRY SCHEIN INC
SNA,SNA,SNAP-ON INC
LVS,LVS,LAS VEGAS SANDS CORP
BF/B,BF-B,BROWN-FORMAN CORP-CLASS B
QRVO,QRVO,QORVO INC
PTC,PTC,PTC INC
MOH,MOH,MOLINA HEALTHCARE INC
FLT,FLT,FLEETCOR TECHNOLOGIES INC
RJF,RJF,RAYMOND JAMES FINANCIAL INC
KEY,KEY,KEYCORP
J,J,JACOBS ENGINEERING GROUP INC
NDAQ,NDAQ,NASDAQ INC
IR,IR,INGERSOLL-RAND INC
CTLT,CTLT,CATALENT INC
SWKS,SWKS,SKYWORKS SOLUTIONS INC
TER,TER,TERADYNE INC
NVR,NVR,NVR INC
PFG,PFG,PRINCIPAL FINANCIAL GROUP
CFG,CFG,CITIZENS FINANCIAL GROUP
CAG,CAG,CONAGRA BRANDS INC
COO,COO,COOPER COS INC/THE
BXP,BXP,BOSTON PROPERTIES INC
PARA,PARA,PARAMOUNT GLOBAL-CLASS B
WAB,WAB,WABTEC CORP
PWR,PWR,QUANTA SERVICES INC
BR,BR,BROADRIDGE FINANCIAL SOLUTIO
VRSN,VRSN,VERISIGN INC
STX,STX,SEAGATE TECHNOLOGY HOLDINGS
DRI,DRI,DARDEN RESTAURANTS INC
PEAK,PEAK,HEALTHPEAK PROPERTIES INC
CE,CE,CELANESE CORP
DGX,DGX,QUEST DIAGNOSTICS INC
GRMN,GRMN,GARMIN LTD
NTAP,NTAP,NETAPP INC
CAH,CAH,CARDINAL HEALTH INC
OMC,OMC,OMNICOM GROUP
TRMB,TRMB,TRIMBLE INC
POOL,POOL,POOL CORP
IRM,IRM,IRON MOUNTAIN INC
GNRC,GNRC,GENERAC HOLDINGS INC
RCL,RCL,ROYAL CARIBBEAN CRUISES LTD
ATO,ATO,ATMOS ENERGY CORP
EVRG,EVRG,EVERGY INC
PKG,PKG,PACKAGING CORP OF AMERICA
AKAM,AKAM,AKAMAI TECHNOLOGIES INC
SJM,SJM,JM SMUCKER CO/THE
KMX,KMX,CARMAX INC
XYL,XYL,XYLEM INC
UAL,UAL,UNITED AIRLINES HOLDINGS INC
VFC,VFC,VF CORP
FMC,FMC,FMC CORP
TXT,TXT,TEXTRON INC
TYL,TYL,TYLER TECHNOLOGIES INC
CF,CF,CF INDUSTRIES HOLDINGS INC
MAA,MAA,MID-AMERICA APARTMENT COMM
ULTA,ULTA,ULTA BEAUTY INC
ALGN,ALGN,ALIGN TECHNOLOGY INC
GWW,GWW,WW GRAINGER INC
MTCH,MTCH,MATCH GROUP INC
IT,IT,GARTNER INC
ESS,ESS,ESSEX PROPERTY TRUST INC
LEN,LEN,LENNAR CORP-A
WAT,WAT,WATERS CORP
HPE,HPE,HEWLETT PACKARD ENTERPRISE
SWK,SWK,STANLEY BLACK & DECKER INC
BBY,BBY,BEST BUY CO INC
RF,RF,REGIONS FINANCIAL CORP
EXPE,EXPE,EXPEDIA GROUP INC
SYF,SYF,SYNCHRONY FINANCIAL
EPAM,EPAM,EPAM SYSTEMS INC
CEG,CEG,CONSTELLATION ENERGY
MPWR,MPWR,MONOLITHIC POWER SYSTEMS INC
CMS,CMS,CMS ENERGY CORP
AMCR,AMCR,AMCOR PLC
CNP,CNP,CENTERPOINT ENERGY INC
HBAN,HBAN,HUNTINGTON BANCSHARES INC
CLX,CLX,CLOROX COMPANY
DOV,DOV,DOVER CORP
TDY,TDY,TELEDYNE TECHNOLOGIES INC
CINF,CINF,CINCINNATI FINANCIAL CORP
DRE,DRE,DUKE REALTY CORP
PKI,PKI,PERKINELMER INC
IP,IP,INTERNATIONAL PAPER CO
ZBRA,ZBRA,ZEBRA TECHNOLOGIES CORP-CL A
GPC,GPC,GENUINE PARTS CO
WDC,WDC,WESTERN DIGITAL CORP
K,K,KELLOGG CO
EXPD,EXPD,EXPEDITORS INTL WASH INC
HOLX,HOLX,HOLOGIC INC
ANET,ANET,ARISTA NETWORKS INC
ROK,ROK,ROCKWELL AUTOMATION INC
FE,FE,FIRSTENERGY CORP
MKC,MKC,MCCORMICK & CO-NON VTG SHRS
EXR,EXR,EXTRA SPACE STORAGE INC
HIG,HIG,HARTFORD FINANCIAL SVCS GRP
ETR,ETR,ENTERGY CORP
ABC,ABC,AMERISOURCEBERGEN CORP
AEE,AEE,AMEREN CORPORATION
LH,LH,LABORATORY CRP OF AMER HLDGS
MOS,MOS,MOSAIC CO/THE
CPRT,CPRT,COPART INC
CHD,CHD,CHURCH & DWIGHT CO INC
BALL,BALL,BALL CORP
BLL,BALL,BALL CORP
CDW,CDW,CDW CORP/DE
TSCO,TSCO,TRACTOR SUPPLY COMPANY
ANSS,ANSS,ANSYS INC
WST,WST,WEST PHARMACEUTICAL SERVICES
VTR,VTR,VENTAS INC
STE,STE,STERIS PLC
DHI,DHI,DR HORTON INC
VMC,VMC,VULCAN MATERIALS CO
ENPH,ENPH,ENPHASE ENERGY INC
NTRS,NTRS,NORTHERN TRUST CORP
MLM,MLM,MARTIN MARIETTA MATERIALS
PPL,PPL,PPL CORP
FTV,FTV,FORTIVE CORP
URI,URI,UNITED RENTALS INC
RSG,RSG,REPUBLIC SERVICES INC
CERN,CERN,CERNER CORP
APTV,APTV,APTIV PLC
GLW,GLW,CORNING INC
LUV,LUV,SOUTHWEST AIRLINES CO
AWK,AWK,AMERICAN WATER WORKS CO INC
CBRE,CBRE,CBRE GROUP INC - A
EIX,EIX,EDISON INTERNATIONAL
ODFL,ODFL,OLD DOMINION FREIGHT LINE
TSN,TSN,TYSON FOODS INC-CL A
DAL,DAL,DELTA AIR LINES INC
EQR,EQR,EQUITY RESIDENTIAL
WTW,WTW,WILLIS TOWERS WATSON PLC
FRC,FRC,FIRST REPUBLIC BANK/CA
ARE,ARE,ALEXANDRIA REAL ESTATE EQUIT
FITB,FITB,FIFTH THIRD BANCORP
STT,STT,STATE STREET CORP
KEYS,KEYS,KEYSIGHT TECHNOLOGIES IN
ZBH,ZBH,ZIMMER BIOMET HOLDINGS INC
EFX,EFX,EQUIFAX INC
DTE,DTE,DTE ENERGY COMPANY
WEC,WEC,WEC ENERGY GROUP INC
OTIS,OTIS,OTIS WORLDWIDE CORP
WBA,WBA,WALGREENS BOOTS ALLIANCE INC
TT,TT,TRANE TECHNOLOGIES PLC
IDXX,IDXX,IDEXX LABORATORIES INC
IFF,IFF,INTL FLAVORS & FRAGRANCES
ES,ES,EVERSOURCE ENERGY
TDG,TDG,TRANSDIGM GROUP INC
KHC,KHC,KRAFT HEINZ CO/THE
FAST,FAST,FASTENAL CO
MTB,MTB,M & T BANK CORP
MTD,MTD,METTLER-TOLEDO INTERNATIONAL
PPG,PPG,PPG INDUSTRIES INC
EBAY,EBAY,EBAY INC
AMP,AMP,AMERIPRISE FINANCIAL INC
VRSK,VRSK,VERISK ANALYTICS INC
WY,WY,WEYERHAEUSER CO
AVB,AVB,AVALONBAY COMMUNITIES INC
RMD,RMD,RESMED INC
PCAR,PCAR,PACCAR INC
SIVB,SIVB,SVB FINANCIAL GROUP
TROW,TROW,T ROWE PRICE GROUP INC
LYB,LYB,LYONDELLBASELL INDU-CL A
CMI,CMI,CUMMINS INC
BIIB,BIIB,BIOGEN INC
ALB,ALB,ALBEMARLE CORP
AME,AME,AMETEK INC
MSI,MSI,MOTOROLA SOLUTIONS INC
AFL,AFL,AFLAC INC
DXCM,DXCM,DEXCOM INC
GPN,GPN,GLOBAL PAYMENTS INC
CTAS,CTAS,CINTAS CORP
AJG,AJG,ARTHUR J GALLAGHER & CO
ROST,ROST,ROSS STORES INC
DD,DD,DUPONT DE NEMOURS INC
ED,ED,CONSOLIDATED EDISON INC
YUM,YUM,YUM! BRANDS INC
MSCI,MSCI,MSCI INC
HSY,HSY,HERSHEY CO/THE
MNST,MNST,MONSTER BEVERAGE CORP
EA,EA,ELECTRONIC ARTS INC
BK,BK,BANK OF NEW YORK MELLON CORP
CARR,CARR,CARRIER GLOBAL CORP
DFS,DFS,DISCOVER FINANCIAL SERVICES
SBAC,SBAC,SBA COMMUNICATIONS CORP
MCHP,MCHP,MICROCHIP TECHNOLOGY INC
O,O,REALTY INCOME CORP
JCI,JCI,JOHNSON CONTROLS INTERNATION
NUE,NUE,NUCOR CORP
DLTR,DLTR,DOLLAR TREE INC
ALL,ALL,ALLSTATE CORP
BAX,BAX,BAXTER INTERNATIONAL INC
A,A,AGILENT TECHNOLOGIES INC
FTNT,FTNT,FORTINET INC
KR,KR,KROGER CO
PEG,PEG,PUBLIC SERVICE ENTERPRISE GP
PH,PH,PARKER HANNIFIN CORP
ORLY,ORLY,O'REILLY AUTOMOTIVE INC
TRV,TRV,TRAVELERS COS INC/THE
TEL,TEL,TE CONNECTIVITY LTD
ECL,ECL,ECOLAB INC
STZ,STZ,CONSTELLATION BRANDS INC-A
IQV,IQV,IQVIA HOLDINGS INC
CTVA,CTVA,CORTEVA INC
CDNS,CDNS,CADENCE DESIGN SYS INC
CMG,CMG,CHIPOTLE MEXICAN GRILL INC
PRU,PRU,PRUDENTIAL FINANCIAL INC
DLR,DLR,DIGITAL REALTY TRUST INC
HPQ,HPQ,HP INC
HLT,HLT,HILTON WORLDWIDE HOLDINGS IN
PAYX,PAYX,PAYCHEX INC
TWTR,TWTR,TWITTER INC
SPG,SPG,SIMON PROPERTY GROUP INC
CTSH,CTSH,COGNIZANT TECH SOLUTIONS-A
XEL,XEL,XCEL ENERGY INC
WBD,WBD,WARNER BROS DISCOVERY INC
ILMN,ILMN,ILLUMINA INC
WELL,WELL,WELLTOWER INC
AZO,AZO,AUTOZONE INC
GIS,GIS,GENERAL MILLS INC
ADSK,ADSK,AUTODESK INC
SNPS,SNPS,SYNOPSYS INC
APH,APH,AMPHENOL CORP-CL A
SYY,SYY,SYSCO CORP
LHX,LHX,L3HARRIS TECHNOLOGIES INC
MRNA,MRNA,MODERNA INC
MET,MET,METLIFE INC
ROP,ROP,ROPER TECHNOLOGIES INC
NXPI,NXPI,NXP SEMICONDUCTORS NV
MAR,MAR,MARRIOTT INTERNATIONAL -CL A
KMB,KMB,KIMBERLY-CLARK CORP
EXC,EXC,EXELON CORP
AIG,AIG,AMERICAN INTERNATIONAL GROUP
PSA,PSA,PUBLIC STORAGE
FDX,FDX,FEDEX CORP
AEP,AEP,AMERICAN ELECTRIC POWER
ADM,ADM,ARCHER-DANIELS-MIDLAND CO
KLAC,KLAC,KLA CORP
MCK,MCK,MCKESSON CORP
DOW,DOW,DOW INC
CNC,CNC,CENTENE CORP
MCO,MCO,MOODY'S CORP
HCA,HCA,HCA HEALTHCARE INC
DG,DG,DOLLAR GENERAL CORP
SRE,SRE,SEMPRA ENERGY
COF,COF,CAPITAL ONE FINANCIAL CORP
APD,APD,AIR PRODUCTS & CHEMICALS INC
EMR,EMR,EMERSON ELECTRIC CO
BSX,BSX,BOSTON SCIENTIFIC CORP
NEM,NEM,NEWMONT CORP
GM,GM,GENERAL MOTORS CO
FISV,FISV,FISERV INC
ICE,ICE,INTERCONTINENTAL EXCHANGE IN
EL,EL,ESTEE LAUDER COMPANIES-CL A
F,F,FORD MOTOR CO
HUM,HUM,HUMANA INC
FCX,FCX,FREEPORT-MCMORAN INC
GD,GD,GENERAL DYNAMICS CORP
CHTR,CHTR,CHARTER COMMUNICATIONS INC-A
NSC,NSC,NORFOLK SOUTHERN CORP
AON,AON,AON PLC-CLASS A
ATVI,ATVI,ACTIVISION BLIZZARD INC
FIS,FIS,FIDELITY NATIONAL INFO SERV
ITW,ITW,ILLINOIS TOOL WORKS
ETN,ETN,EATON CORP PLC
CL,CL,COLGATE-PALMOLIVE CO
VRTX,VRTX,VERTEX PHARMACEUTICALS INC
EQIX,EQIX,EQUINIX INC
PGR,PGR,PROGRESSIVE CORP
EW,EW,EDWARDS LIFESCIENCES CORP
WM,WM,WASTE MANAGEMENT INC
D,D,DOMINION ENERGY INC
REGN,REGN,REGENERON PHARMACEUTICALS
LRCX,LRCX,LAM RESEARCH CORP
USB,USB,US BANCORP
SHW,SHW,SHERWIN-WILLIAMS CO/THE
TFC,TFC,TRUIST FINANCIAL CORP
PNC,PNC,PNC FINANCIAL SERVICES GROUP
NOC,NOC,NORTHROP GRUMMAN CORP
TMUS,TMUS,T-MOBILE US INC
BDX,BDX,BECTON DICKINSON AND CO
TJX,TJX,TJX COMPANIES INC
CSX,CSX,CSX CORP
GILD,GILD,GILEAD SCIENCES INC
CME,CME,CME GROUP INC
MMC,MMC,MARSH & MCLENNAN COS
BA,BA,BOEING CO/THE
ISRG,ISRG,INTUITIVE SURGICAL INC
SYK,SYK,STRYKER CORP
NFLX,NFLX,NETFLIX INC
ZTS,ZTS,ZOETIS INC
SO,SO,SOUTHERN CO/THE
CCI,CCI,CROWN CASTLE INTL CORP
MU,MU,MICRON TECHNOLOGY INC
ADI,ADI,ANALOG DEVICES INC
SBUX,SBUX,STARBUCKS CORP
GE,GE,GENERAL ELECTRIC CO
CI,CI,CIGNA CORP
DUK,DUK,DUKE ENERGY CORP
MMM,MMM,3M CO
NOW,NOW,SERVICENOW INC
MDLZ,MDLZ,MONDELEZ INTERNATIONAL INC-A
ADP,ADP,AUTOMATIC DATA PROCESSING
BKNG,BKNG,BOOKING HOLDINGS INC
CB,CB,CHUBB LTD
BLK,BLK,BLACKROCK INC
PYPL,PYPL,PAYPAL HOLDINGS INC
SCHW,SCHW,SCHWAB (CHARLES) CORP
AMAT,AMAT,APPLIED MATERIALS INC
PLD,PLD,PROLOGIS INC
MO,MO,ALTRIA GROUP INC
AXP,AXP,AMERICAN EXPRESS CO
C,C,CITIGROUP INC
TGT,TGT,TARGET CORP
GS,GS,GOLDMAN SACHS GROUP INC
DE,DE,DEERE & CO
AMT,AMT,AMERICAN TOWER CORP
LMT,LMT,LOCKHEED MARTIN CORP
ORCL,ORCL,ORACLE CORP
INTU,INTU,INTUIT INC
CAT,CAT,CATERPILLAR INC
MS,MS,MORGAN STANLEY
IBM,IBM,INTL BUSINESS MACHINES CORP
ANTM,ANTM,ANTHEM INC
SPGI,SPGI,S&P GLOBAL INC
CVS,CVS,CVS HEALTH CORP
UPS,UPS,UNITED PARCEL SERVICE-CL B
LOW,LOW,LOWE'S COS INC
HON,HON,HONEYWELL INTERNATIONAL INC
AMGN,AMGN,AMGEN INC
MDT,MDT,MEDTRONIC PLC
T,T,AT&T INC
RTX,RTX,RAYTHEON TECHNOLOGIES CORP
NEE,NEE,NEXTERA ENERGY INC
UNP,UNP,UNION PACIFIC CORP
NKE,NKE,NIKE INC -CL B
TXN,TXN,TEXAS INSTRUMENTS INC
PM,PM,PHILIP MORRIS INTERNATIONAL
DHR,DHR,DANAHER CORP
QCOM,QCOM,QUALCOMM INC
LIN,LIN,LINDE PLC
AMD,AMD,ADVANCED MICRO DEVICES
CRM,CRM,SALESFORCE INC
BMY,BMY,BRISTOL-MYERS SQUIBB CO
WFC,WFC,WELLS FARGO & CO
CMCSA,CMCSA,COMCAST CORP-CLASS A
INTC,INTC,INTEL CORP
ADBE,ADBE,ADOBE INC
MCD,MCD,MCDONALD'S CORP
ACN,ACN,ACCENTURE PLC-CL A
ABT,ABT,ABBOTT LABORATORIES
DIS,DIS,WALT DISNEY CO/THE
VZ,VZ,VERIZON COMMUNICATIONS INC
CSCO,CSCO,CISCO SYSTEMS INC
WMT,WMT,WALMART INC
TMO,TMO,THERMO FISHER SCIENTIFIC INC
COST,COST,COSTCO WHOLESALE CORP
MRK,MRK,MERCK & CO. INC.
PEP,PEP,PEPSICO INC
LLY,LLY,ELI LILLY & CO
AVGO,AVGO,BROADCOM INC
KO,KO,COCA-COLA CO/THE
BAC,BAC,BANK OF AMERICA CORP
ABBV,ABBV,ABBVIE INC
PFE,PFE,PFIZER INC
MA,MA,MASTERCARD INC - A
HD,HD,HOME DEPOT INC
V,V,VISA INC-CLASS A SHARES
JPM,JPM,JPMORGAN CHASE & CO
PG,PG,PROCTER & GAMBLE CO/THE
JNJ,JNJ,JOHNSON & JOHNSON
NVDA,NVDA,NVIDIA CORP
FB,META,META PLATFORMS INC-CLASS A
META,META,META PLATFORMS INC-CLASS A
UNH,UNH,UNITEDHEALTH GROUP INC
BRK/B,BRK-B,BERKSHIRE HATHAWAY INC-CL B
GOOG,GOOG,ALPHABET INC-CL C
GOOGL,GOOGL,ALPHABET INC-CL A
TSLA,TSLA,TESLA INC
AMZN,AMZN,AMAZON.COM INC
MSFT,MSFT,MICROSOFT CORP
AAPL,AAPL,APPLE INC
